ed_name,county,all_irish_speakers,never_speaks_irish_outside_education_only,not_stated,speaks_irish_daily,speaks_irish_daily_education_only,speaks_irish_less_often,speaks_irish_weekly,share_daily_of_all,share_daily_education_only_of_all,share_weekly_of_all,share_less_often_of_all,share_never_outside_education_only_of_all,share_not_stated_of_all,share_daily_any_of_all
Silverbrook,Offaly,350,87,8,5,135,100,15,0.014285714285714285,0.38571428571428573,0.04285714285714286,0.2857142857142857,0.24857142857142858,0.022857142857142857,0.4
Singland A,Limerick,385,113,15,7,104,128,18,0.01818181818181818,0.2701298701298701,0.046753246753246755,0.33246753246753247,0.2935064935064935,0.03896103896103896,0.2883116883116883
Singland B,Limerick,1118,321,20,35,334,348,60,0.03130590339892665,0.29874776386404295,0.05366726296958855,0.3112701252236136,0.28711985688729874,0.017889087656529516,0.3300536672629696
Sixmilebridge,Clare,1129,323,30,12,363,330,71,0.010628875110717449,0.32152347209920284,0.06288751107174491,0.29229406554472986,0.2860938883968113,0.026572187776793623,0.33215234720992026
Skagh,Cork County,193,47,6,0,55,75,10,0.0,0.2849740932642487,0.05181347150259067,0.38860103626943004,0.24352331606217617,0.031088082901554404,0.2849740932642487
Skahanagh,Cork County,71,11,1,5,19,28,7,0.07042253521126761,0.2676056338028169,0.09859154929577464,0.39436619718309857,0.15492957746478872,0.014084507042253521,0.3380281690140845
Skeagh,Cavan,155,44,5,1,48,42,15,0.0064516129032258064,0.3096774193548387,0.0967741935483871,0.2709677419354839,0.2838709677419355,0.03225806451612903,0.3161290322580645
Skeagh,Westmeath,106,27,1,3,31,37,7,0.02830188679245283,0.29245283018867924,0.0660377358490566,0.3490566037735849,0.25471698113207547,0.009433962264150943,0.32075471698113206
Skehanagh,Galway County,281,73,4,8,67,114,15,0.028469750889679714,0.23843416370106763,0.05338078291814947,0.40569395017793597,0.2597864768683274,0.014234875444839857,0.2669039145907473
Skerries,Fingal,3906,1001,83,68,1245,1281,228,0.017409114183307733,0.3187403993855607,0.05837173579109063,0.3279569892473118,0.25627240143369173,0.02124935995903738,0.3361495135688684
Skerries,Kildare,237,60,7,3,79,74,14,0.012658227848101266,0.3333333333333333,0.05907172995780591,0.31223628691983124,0.25316455696202533,0.029535864978902954,0.3459915611814346
Skibbereen Rural,Cork County,604,124,11,30,182,205,52,0.04966887417218543,0.30132450331125826,0.08609271523178808,0.3394039735099338,0.2052980132450331,0.018211920529801324,0.3509933774834437
Skibbereen Urban,Cork County,1125,271,30,32,340,383,69,0.028444444444444446,0.3022222222222222,0.06133333333333333,0.34044444444444444,0.2408888888888889,0.02666666666666667,0.33066666666666666
Skreen,Meath,731,189,16,23,212,247,44,0.03146374829001368,0.29001367989056087,0.060191518467852256,0.3378932968536252,0.2585499316005472,0.02188782489740082,0.32147742818057456
Skreen,Sligo,79,18,1,1,20,34,5,0.012658227848101266,0.25316455696202533,0.06329113924050633,0.43037974683544306,0.22784810126582278,0.012658227848101266,0.26582278481012656
Skull,Cork County,402,98,5,12,81,175,31,0.029850746268656716,0.20149253731343283,0.07711442786069651,0.43532338308457713,0.24378109452736318,0.012437810945273632,0.23134328358208955
Slane,Meath,724,180,25,8,228,252,31,0.011049723756906077,0.3149171270718232,0.04281767955801105,0.34806629834254144,0.24861878453038674,0.034530386740331494,0.3259668508287293
Sliabh an Aonaigh,Gaillimh,515,43,12,71,132,183,74,0.1378640776699029,0.2563106796116505,0.1436893203883495,0.3553398058252427,0.08349514563106795,0.02330097087378641,0.3941747572815534
Slievekeale,Waterford,212,58,8,4,49,85,8,0.018867924528301886,0.23113207547169812,0.03773584905660377,0.4009433962264151,0.27358490566037735,0.03773584905660377,0.25
Slievemahanagh,Mayo,233,64,1,11,79,64,14,0.04721030042918455,0.33905579399141633,0.060085836909871244,0.27467811158798283,0.27467811158798283,0.004291845493562232,0.38626609442060084
Slievemore,Mayo,433,86,10,32,86,197,22,0.07390300230946882,0.19861431870669746,0.050808314087759814,0.45496535796766746,0.19861431870669746,0.023094688221709007,0.27251732101616627
Sligo East,Sligo,1377,390,43,37,337,505,65,0.026870007262164125,0.24473493100944083,0.04720406681190995,0.36673928830791575,0.28322440087145967,0.03122730573710966,0.2716049382716049
Sligo North,Sligo,1811,579,89,45,314,689,95,0.02484815019326339,0.17338487023743787,0.05245720596355605,0.3804527885146328,0.319712865819989,0.049144119271120924,0.19823302043070126
Sligo West,Sligo,2583,701,69,80,642,940,151,0.03097173828881146,0.24854819976771197,0.05845915602013163,0.36391792489353464,0.2713898567557104,0.026713124274099883,0.2795199380565234
Sliguff,Carlow,215,75,6,4,58,64,8,0.018604651162790697,0.26976744186046514,0.037209302325581395,0.29767441860465116,0.3488372093023256,0.027906976744186046,0.28837209302325584
Smithstown,Clare,61,13,2,3,18,24,1,0.04918032786885246,0.29508196721311475,0.01639344262295082,0.39344262295081966,0.21311475409836064,0.03278688524590164,0.3442622950819672
Sneem,Kerry,242,59,4,12,41,114,12,0.049586776859504134,0.16942148760330578,0.049586776859504134,0.47107438016528924,0.24380165289256198,0.01652892561983471,0.2190082644628099
Solloghodbeg,Tipperary,104,32,5,1,28,36,2,0.009615384615384616,0.2692307692307692,0.019230769230769232,0.34615384615384615,0.3076923076923077,0.04807692307692308,0.27884615384615385
Sonna,Westmeath,127,23,6,10,39,48,1,0.07874015748031496,0.30708661417322836,0.007874015748031496,0.3779527559055118,0.18110236220472442,0.047244094488188976,0.3858267716535433
Sonnagh,Longford,117,36,1,10,30,36,4,0.08547008547008547,0.2564102564102564,0.03418803418803419,0.3076923076923077,0.3076923076923077,0.008547008547008548,0.3418803418803419
Sonnagh,Mayo,477,131,4,5,141,167,29,0.010482180293501049,0.29559748427672955,0.06079664570230608,0.350104821802935,0.2746331236897275,0.008385744234800839,0.3060796645702306
South Dock,Dublin City,1670,581,40,49,257,646,97,0.029341317365269463,0.15389221556886226,0.05808383233532934,0.38682634730538923,0.34790419161676644,0.023952095808383235,0.18323353293413175
South Gate A,Cork City,502,157,9,20,74,206,36,0.0398406374501992,0.14741035856573706,0.07171314741035857,0.4103585657370518,0.31274900398406374,0.017928286852589643,0.18725099601593626
South Gate B,Cork City,285,95,7,8,39,119,17,0.028070175438596492,0.1368421052631579,0.05964912280701754,0.41754385964912283,0.3333333333333333,0.02456140350877193,0.1649122807017544
Spancelhill,Clare,403,112,5,10,102,156,18,0.02481389578163772,0.2531017369727047,0.04466501240694789,0.3870967741935484,0.27791563275434245,0.01240694789081886,0.27791563275434245
Springfield,Cavan,54,12,0,1,13,25,3,0.018518518518518517,0.24074074074074073,0.05555555555555555,0.46296296296296297,0.2222222222222222,0.0,0.25925925925925924
Springfort,Cork County,231,69,5,2,69,78,8,0.008658008658008658,0.2987012987012987,0.03463203463203463,0.33766233766233766,0.2987012987012987,0.021645021645021644,0.30735930735930733
Srah,Offaly,148,37,10,3,41,51,6,0.02027027027027027,0.27702702702702703,0.04054054054054054,0.34459459459459457,0.25,0.06756756756756757,0.2972972972972973
Sraheen,Mayo,465,131,9,12,135,150,28,0.025806451612903226,0.2903225806451613,0.060215053763440864,0.3225806451612903,0.2817204301075269,0.01935483870967742,0.3161290322580645
Srahmore,Mayo,63,12,2,4,22,19,4,0.06349206349206349,0.3492063492063492,0.06349206349206349,0.30158730158730157,0.19047619047619047,0.031746031746031744,0.4126984126984127
Sramore,Leitrim,162,42,3,3,58,46,10,0.018518518518518517,0.35802469135802467,0.06172839506172839,0.2839506172839506,0.25925925925925924,0.018518518518518517,0.3765432098765432
St. Canice,Kilkenny,289,75,5,4,80,102,23,0.01384083044982699,0.2768166089965398,0.07958477508650519,0.35294117647058826,0.25951557093425603,0.01730103806228374,0.2906574394463668
St. Helen's,Wexford,810,228,23,10,233,289,27,0.012345679012345678,0.2876543209876543,0.03333333333333333,0.3567901234567901,0.2814814814814815,0.028395061728395062,0.3
St. Johnstown,Donegal,242,58,10,6,69,82,17,0.024793388429752067,0.28512396694214875,0.07024793388429752,0.33884297520661155,0.2396694214876033,0.04132231404958678,0.30991735537190085
St. Laurence,Limerick,317,89,6,7,51,150,14,0.022082018927444796,0.1608832807570978,0.04416403785488959,0.47318611987381703,0.2807570977917981,0.01892744479495268,0.1829652996845426
St. Lawrence Gate,Louth,1312,359,19,52,423,398,61,0.039634146341463415,0.32240853658536583,0.04649390243902439,0.30335365853658536,0.2736280487804878,0.014481707317073171,0.3620426829268293
St. Martin's,Clare,49,17,0,0,9,20,3,0.0,0.1836734693877551,0.061224489795918366,0.40816326530612246,0.3469387755102041,0.0,0.1836734693877551
St. Mary's,Meath,5807,1306,121,183,2315,1509,373,0.03151369037368693,0.39865679352505595,0.06423282245565697,0.25985879111417254,0.22490098157396246,0.02083692095746513,0.4301704838987429
St. Mary's,Waterford,352,82,4,16,100,129,21,0.045454545454545456,0.2840909090909091,0.05965909090909091,0.3664772727272727,0.23295454545454544,0.011363636363636364,0.32954545454545453
St. Mary's,Wexford,290,82,10,13,81,85,19,0.04482758620689655,0.2793103448275862,0.06551724137931035,0.29310344827586204,0.2827586206896552,0.034482758620689655,0.32413793103448274
St. Mary's (East),Cork City,885,259,17,33,268,275,33,0.03728813559322034,0.30282485875706217,0.03728813559322034,0.3107344632768362,0.29265536723163843,0.0192090395480226,0.34011299435028247
St. Mary's (Part),Louth,2197,532,45,76,769,671,104,0.03459262630860264,0.350022758306782,0.047337278106508875,0.3054164770141102,0.24214838416021847,0.020482476103777878,0.38461538461538464
St. Mary's (West),Cork City,1659,487,44,43,539,466,80,0.02591922845087402,0.32489451476793246,0.04822182037371911,0.2808921036769138,0.2935503315250151,0.02652200120554551,0.3508137432188065
St. Patrick's,Leitrim,44,18,1,0,12,13,0,0.0,0.2727272727272727,0.0,0.29545454545454547,0.4090909090909091,0.022727272727272728,0.2727272727272727
St. Patrick's A,Cork City,380,123,17,19,47,145,29,0.05,0.12368421052631579,0.07631578947368421,0.3815789473684211,0.3236842105263158,0.04473684210526316,0.1736842105263158
St. Patrick's B,Cork City,297,68,9,12,61,125,22,0.04040404040404041,0.2053872053872054,0.07407407407407407,0.4208754208754209,0.22895622895622897,0.030303030303030304,0.24579124579124578
St. Patrick's C,Cork City,299,92,10,14,57,110,16,0.046822742474916385,0.19063545150501673,0.05351170568561873,0.36789297658862874,0.3076923076923077,0.033444816053511704,0.23745819397993312
St. Peter's,Louth,3610,779,67,88,1405,1044,227,0.02437673130193906,0.389196675900277,0.0628808864265928,0.28919667590027703,0.21578947368421053,0.0185595567867036,0.4135734072022161
St. Tierney,Monaghan,164,43,7,4,46,51,13,0.024390243902439025,0.2804878048780488,0.07926829268292683,0.31097560975609756,0.2621951219512195,0.042682926829268296,0.3048780487804878
Stabannan,Louth,259,80,6,0,90,69,14,0.0,0.3474903474903475,0.05405405405405406,0.26640926640926643,0.3088803088803089,0.023166023166023165,0.3474903474903475
Stackallan,Meath,266,77,8,2,77,90,12,0.007518796992481203,0.2894736842105263,0.045112781954887216,0.3383458646616541,0.2894736842105263,0.03007518796992481,0.29699248120300753
Staholmog,Meath,171,48,1,7,61,43,11,0.04093567251461988,0.3567251461988304,0.06432748538011696,0.25146198830409355,0.2807017543859649,0.005847953216374269,0.39766081871345027
Stamullin,Meath,1974,458,36,81,759,543,97,0.041033434650455926,0.3844984802431611,0.04913880445795339,0.2750759878419453,0.232016210739615,0.0182370820668693,0.425531914893617
Stillorgan-Deerpark,Dún Laoghaire-Rathdown,1697,470,25,62,419,602,119,0.03653506187389511,0.2469063052445492,0.07012374779021803,0.3547436652916912,0.2769593400117855,0.01473187978786093,0.2834413671184443
Stillorgan-Kilmacud,Dún Laoghaire-Rathdown,2067,594,49,67,481,726,150,0.0324141267537494,0.23270440251572327,0.07256894049346879,0.35123367198838895,0.28737300435413643,0.02370585389453314,0.26511852926947266
Stillorgan-Leopardstown,Dún Laoghaire-Rathdown,1219,386,31,39,298,408,57,0.03199343724364233,0.24446267432321575,0.04675963904840033,0.33470057424118127,0.3166529942575882,0.02543068088597211,0.27645611156685806
Stillorgan-Merville,Dún Laoghaire-Rathdown,1471,423,28,43,403,493,81,0.029231815091774305,0.27396329027872196,0.055064581917063225,0.33514615907545886,0.28755948334466347,0.019034670292318152,0.30319510537049627
Stillorgan-Mount Merrion,Dún Laoghaire-Rathdown,1359,399,21,54,344,435,106,0.039735099337748346,0.25312729948491536,0.07799852832965416,0.3200883002207506,0.293598233995585,0.01545253863134658,0.29286239882266374
Stillorgan-Priory,Dún Laoghaire-Rathdown,955,260,22,36,242,338,57,0.03769633507853403,0.2534031413612565,0.05968586387434555,0.3539267015706806,0.27225130890052357,0.023036649214659685,0.29109947643979056
Stonefield,Meath,94,16,0,2,26,42,8,0.02127659574468085,0.2765957446808511,0.0851063829787234,0.44680851063829785,0.1702127659574468,0.0,0.2978723404255319
Stonehall,Westmeath,105,23,6,9,27,27,13,0.08571428571428572,0.2571428571428571,0.12380952380952381,0.2571428571428571,0.21904761904761905,0.05714285714285714,0.34285714285714286
Stonyford,Kilkenny,331,91,6,7,96,110,21,0.021148036253776436,0.29003021148036257,0.0634441087613293,0.3323262839879154,0.27492447129909364,0.01812688821752266,0.311178247734139
Stradbally,Galway County,616,168,6,17,183,198,44,0.027597402597402596,0.29707792207792205,0.07142857142857142,0.32142857142857145,0.2727272727272727,0.00974025974025974,0.3246753246753247
Stradbally,Laois,698,195,14,8,197,252,32,0.011461318051575931,0.2822349570200573,0.045845272206303724,0.36103151862464183,0.2793696275071633,0.02005730659025788,0.29369627507163326
Stradbally,Waterford,354,89,4,9,118,122,12,0.025423728813559324,0.3333333333333333,0.03389830508474576,0.3446327683615819,0.2514124293785311,0.011299435028248588,0.3587570621468927
Strade,Mayo,266,69,9,4,83,84,17,0.015037593984962405,0.31203007518796994,0.06390977443609022,0.3157894736842105,0.2593984962406015,0.03383458646616541,0.32706766917293234
Stradone,Cavan,319,82,4,3,119,92,19,0.009404388714733543,0.3730407523510972,0.05956112852664577,0.2884012539184953,0.25705329153605017,0.012539184952978056,0.3824451410658307
Straffan,Kildare,1062,314,15,21,333,316,63,0.01977401129943503,0.3135593220338983,0.059322033898305086,0.2975517890772128,0.295668549905838,0.014124293785310734,0.3333333333333333
Straid,Donegal,312,95,16,0,105,80,16,0.0,0.33653846153846156,0.05128205128205128,0.2564102564102564,0.30448717948717946,0.05128205128205128,0.33653846153846156
Stranorlar,Donegal,1363,312,44,38,425,469,75,0.027879677182685254,0.3118121790168745,0.055025678650036686,0.34409391049156274,0.2289068231841526,0.032281731474688186,0.33969185619955977
Stratford,Wicklow,142,51,4,2,30,44,11,0.014084507042253521,0.2112676056338028,0.07746478873239436,0.30985915492957744,0.3591549295774648,0.028169014084507043,0.22535211267605634
Streamhill,Cork County,42,8,0,2,11,14,7,0.047619047619047616,0.2619047619047619,0.16666666666666666,0.3333333333333333,0.19047619047619047,0.0,0.30952380952380953
Streamstown,Sligo,116,24,0,2,33,52,5,0.017241379310344827,0.28448275862068967,0.04310344827586207,0.4482758620689655,0.20689655172413793,0.0,0.3017241379310345
Streamstown,Westmeath,187,52,5,4,64,52,10,0.0213903743315508,0.3422459893048128,0.053475935828877004,0.27807486631016043,0.27807486631016043,0.026737967914438502,0.36363636363636365
Street,Westmeath,83,31,3,3,22,20,4,0.03614457831325301,0.26506024096385544,0.04819277108433735,0.24096385542168675,0.37349397590361444,0.03614457831325301,0.30120481927710846
Strokestown,Roscommon,459,126,17,8,102,179,27,0.017429193899782137,0.2222222222222222,0.058823529411764705,0.3899782135076253,0.27450980392156865,0.037037037037037035,0.23965141612200436
Summerhill,Meath,496,126,10,10,158,162,30,0.020161290322580645,0.3185483870967742,0.06048387096774194,0.32661290322580644,0.2540322580645161,0.020161290322580645,0.3387096774193548
Sunday's Well A,Cork City,286,77,14,13,47,111,24,0.045454545454545456,0.16433566433566432,0.08391608391608392,0.3881118881118881,0.2692307692307692,0.04895104895104895,0.2097902097902098
Sunday's Well B,Cork City,250,81,2,8,27,101,31,0.032,0.108,0.124,0.404,0.324,0.008,0.14
Sutton,Fingal,2607,726,69,108,612,921,171,0.04142692750287687,0.23475258918296893,0.06559263521288838,0.3532796317606444,0.27848101265822783,0.026467203682393557,0.2761795166858458
Suí Corr,Dún na nGall,43,6,1,7,11,16,2,0.16279069767441862,0.2558139534883721,0.046511627906976744,0.37209302325581395,0.13953488372093023,0.023255813953488372,0.4186046511627907
Swanlinbar,Cavan,99,30,4,1,19,38,7,0.010101010101010102,0.1919191919191919,0.0707070707070707,0.3838383838383838,0.30303030303030304,0.04040404040404041,0.20202020202020202
Swineford,Mayo,990,254,25,14,259,375,63,0.014141414141414142,0.26161616161616164,0.06363636363636363,0.3787878787878788,0.25656565656565655,0.025252525252525252,0.27575757575757576
Swords Village,Fingal,783,200,21,29,232,259,42,0.037037037037037035,0.2962962962962963,0.05363984674329502,0.33077905491698595,0.2554278416347382,0.02681992337164751,0.3333333333333333
Swords-Forrest,Fingal,5103,1389,140,165,1679,1424,306,0.03233392122281011,0.32902214383695866,0.059964726631393295,0.2790515383107976,0.2721928277483833,0.027434842249657063,0.36135606505976875
Swords-Glasmore,Fingal,2616,703,74,89,770,824,156,0.034021406727828746,0.29434250764525993,0.05963302752293578,0.3149847094801223,0.2687308868501529,0.028287461773700305,0.3283639143730887
Swords-Lissenhall,Fingal,4133,899,97,148,1660,1092,237,0.035809339462859906,0.4016452939753206,0.05734333413984999,0.26421485603677713,0.21751754173723686,0.02346963464795548,0.4374546334381805
Swords-Seatown,Fingal,2981,841,75,105,885,904,171,0.035223079503522305,0.296880241529688,0.05736330090573633,0.3032539416303254,0.282120093928212,0.025159342502515933,0.33210332103321033
Tacumshin,Wexford,154,40,3,2,53,50,6,0.012987012987012988,0.34415584415584416,0.03896103896103896,0.3246753246753247,0.2597402597402597,0.01948051948051948,0.35714285714285715
Taghart,Cavan,198,52,5,3,69,59,10,0.015151515151515152,0.3484848484848485,0.050505050505050504,0.29797979797979796,0.26262626262626265,0.025252525252525252,0.36363636363636365
Taghboy,Galway County,91,28,0,1,25,33,4,0.01098901098901099,0.27472527472527475,0.04395604395604396,0.3626373626373626,0.3076923076923077,0.0,0.2857142857142857
Taghboy,Roscommon,165,52,3,4,55,42,9,0.024242424242424242,0.3333333333333333,0.05454545454545454,0.2545454545454545,0.3151515151515151,0.01818181818181818,0.3575757575757576
Tagheen,Mayo,81,19,3,0,18,34,7,0.0,0.2222222222222222,0.08641975308641975,0.41975308641975306,0.2345679012345679,0.037037037037037035,0.2222222222222222
Taghmaconnell,Roscommon,156,39,6,2,55,47,7,0.01282051282051282,0.3525641025641026,0.04487179487179487,0.30128205128205127,0.25,0.038461538461538464,0.36538461538461536
Taghmon,Westmeath,159,49,6,2,41,54,7,0.012578616352201259,0.2578616352201258,0.0440251572327044,0.33962264150943394,0.3081761006289308,0.03773584905660377,0.27044025157232704
Taghmon,Wexford,312,84,16,7,108,82,15,0.022435897435897436,0.34615384615384615,0.04807692307692308,0.26282051282051283,0.2692307692307692,0.05128205128205128,0.3685897435897436
Tahilla,Kerry,74,19,8,0,12,32,3,0.0,0.16216216216216217,0.04054054054054054,0.43243243243243246,0.25675675675675674,0.10810810810810811,0.16216216216216217
Tailtin,An Mhí,427,122,10,25,105,131,34,0.0585480093676815,0.2459016393442623,0.07962529274004684,0.30679156908665106,0.2857142857142857,0.0234192037470726,0.3044496487119438
Talbotstown,Wicklow,190,59,3,4,54,64,6,0.021052631578947368,0.28421052631578947,0.031578947368421054,0.3368421052631579,0.3105263157894737,0.015789473684210527,0.30526315789473685
Tallaght-Avonbeg,South Dublin,385,97,16,10,108,128,26,0.025974025974025976,0.2805194805194805,0.06753246753246753,0.33246753246753247,0.2519480519480519,0.04155844155844156,0.3064935064935065
Tallaght-Belgard,South Dublin,499,141,11,12,114,195,26,0.02404809619238477,0.22845691382765532,0.052104208416833664,0.3907815631262525,0.28256513026052105,0.022044088176352707,0.25250501002004005
Tallaght-Fettercairn,South Dublin,2606,510,96,55,1086,715,144,0.02110514198004605,0.4167306216423638,0.05525709900230238,0.2743668457405986,0.19570222563315426,0.03683806600153492,0.43783576362240983
Tallaght-Glenview,South Dublin,516,124,23,10,166,154,39,0.01937984496124031,0.32170542635658916,0.0755813953488372,0.29844961240310075,0.24031007751937986,0.044573643410852716,0.34108527131782945
Tallaght-Jobstown,South Dublin,4774,935,159,139,1984,1277,280,0.029116045245077504,0.4155844155844156,0.05865102639296188,0.26749057394218684,0.195852534562212,0.03330540427314621,0.4447004608294931
Tallaght-Killinardan,South Dublin,726,147,26,32,265,221,35,0.0440771349862259,0.3650137741046832,0.048209366391184574,0.3044077134986226,0.2024793388429752,0.03581267217630854,0.4090909090909091
Tallaght-Kilnamanagh,South Dublin,1135,344,48,27,294,381,41,0.02378854625550661,0.25903083700440527,0.03612334801762115,0.3356828193832599,0.3030837004405286,0.04229074889867841,0.2828193832599119
Tallaght-Kiltipper,South Dublin,2471,560,74,84,972,636,145,0.0339943342776204,0.3933630109267503,0.05868069607446378,0.2573856738162687,0.22662889518413598,0.029947389720760824,0.4273573452043707
Tallaght-Kingswood,South Dublin,1093,307,26,21,304,370,65,0.0192131747483989,0.27813357731015553,0.059469350411710885,0.33851784080512354,0.2808783165599268,0.023787740164684355,0.29734675205855443
Tallaght-Millbrook,South Dublin,1034,224,23,54,277,384,72,0.05222437137330754,0.2678916827852998,0.06963249516441006,0.3713733075435203,0.21663442940038685,0.022243713733075435,0.32011605415860733
Tallaght-Oldbawn,South Dublin,1381,383,35,64,361,465,73,0.04634322954380883,0.2614047791455467,0.05286024619840695,0.33671252715423605,0.277335264301231,0.025343953656770456,0.30774800868935553
Tallaght-Springfield,South Dublin,2219,509,84,71,782,667,106,0.03199639477242001,0.35241099594411895,0.047769265434880574,0.30058584948174855,0.22938260477692654,0.03785488958990536,0.38440739071653895
Tallaght-Tymon,South Dublin,1349,332,41,39,386,476,75,0.028910303928836176,0.2861378799110452,0.05559673832468495,0.35285396590066714,0.24610822831727205,0.03039288361749444,0.31504818383988137
Tallanstown,Louth,307,64,8,6,123,97,9,0.019543973941368076,0.4006514657980456,0.029315960912052116,0.31596091205211724,0.20846905537459284,0.026058631921824105,0.4201954397394137
Tallow,Waterford,485,137,11,10,143,162,22,0.020618556701030927,0.2948453608247423,0.04536082474226804,0.334020618556701,0.2824742268041237,0.02268041237113402,0.3154639175257732
Tamhnaigh na Graí,Maigh Eo,151,44,1,1,38,58,9,0.006622516556291391,0.25165562913907286,0.059602649006622516,0.3841059602649007,0.2913907284768212,0.006622516556291391,0.2582781456953642
Tankardstown,Carlow,187,48,6,2,54,62,15,0.0106951871657754,0.2887700534759358,0.08021390374331551,0.3315508021390374,0.25668449197860965,0.03208556149732621,0.2994652406417112
Tankardstown,Laois,196,52,4,5,78,46,11,0.025510204081632654,0.3979591836734694,0.05612244897959184,0.23469387755102042,0.2653061224489796,0.02040816326530612,0.42346938775510207
Tantallon,Donegal,610,140,11,15,194,209,41,0.02459016393442623,0.3180327868852459,0.06721311475409836,0.34262295081967215,0.22950819672131148,0.018032786885245903,0.34262295081967215
Tara,Meath,591,166,24,13,151,200,37,0.021996615905245348,0.25549915397631134,0.06260575296108291,0.338409475465313,0.2808798646362098,0.04060913705583756,0.27749576988155666
Tarbert,Kerry,313,71,7,6,74,136,19,0.019169329073482427,0.2364217252396166,0.06070287539936102,0.43450479233226835,0.2268370607028754,0.022364217252396165,0.25559105431309903
Tarmon,Kerry,204,45,2,4,49,94,10,0.0196078431372549,0.24019607843137256,0.049019607843137254,0.46078431372549017,0.22058823529411764,0.00980392156862745,0.25980392156862747
Tawnawully,Donegal,142,37,3,6,49,43,4,0.04225352112676056,0.34507042253521125,0.028169014084507043,0.3028169014084507,0.2605633802816901,0.02112676056338028,0.3873239436619718
Taylors Hill,Galway City,1352,230,24,100,319,528,151,0.07396449704142012,0.2359467455621302,0.11168639053254438,0.3905325443786982,0.17011834319526628,0.01775147928994083,0.3099112426035503
Teadies,Cork County,454,110,11,6,133,177,17,0.013215859030837005,0.29295154185022027,0.037444933920704845,0.3898678414096916,0.2422907488986784,0.024229074889867842,0.30616740088105726
Tedavnet,Monaghan,460,82,8,20,161,163,26,0.043478260869565216,0.35,0.05652173913043478,0.35434782608695653,0.1782608695652174,0.017391304347826087,0.3934782608695652
Teerelton,Cork County,300,79,2,5,90,105,19,0.016666666666666666,0.3,0.06333333333333334,0.35,0.2633333333333333,0.006666666666666667,0.31666666666666665
Tehallan,Monaghan,357,86,10,12,122,105,22,0.03361344537815126,0.34173669467787116,0.06162464985994398,0.29411764705882354,0.24089635854341737,0.028011204481792718,0.3753501400560224
Temple,Sligo,168,44,4,3,53,54,10,0.017857142857142856,0.31547619047619047,0.05952380952380952,0.32142857142857145,0.2619047619047619,0.023809523809523808,0.3333333333333333
Templebodan,Cork County,325,91,7,8,99,105,15,0.024615384615384615,0.3046153846153846,0.046153846153846156,0.3230769230769231,0.28,0.021538461538461538,0.3292307692307692
Templeboy North,Sligo,121,37,1,5,36,37,5,0.04132231404958678,0.2975206611570248,0.04132231404958678,0.30578512396694213,0.30578512396694213,0.008264462809917356,0.33884297520661155
Templeboy South/Mullagheruse,Sligo,104,36,4,1,25,31,7,0.009615384615384616,0.2403846153846154,0.0673076923076923,0.2980769230769231,0.34615384615384615,0.038461538461538464,0.25
Templebredon,Limerick,279,85,9,9,76,81,19,0.03225806451612903,0.2724014336917563,0.06810035842293907,0.2903225806451613,0.3046594982078853,0.03225806451612903,0.3046594982078853
Templebreedy,Cork County,1964,573,35,38,555,658,105,0.019348268839103868,0.28258655804480654,0.053462321792260695,0.335030549898167,0.29175152749490835,0.017820773930753563,0.3019348268839104
Templecarn,Donegal,19,7,2,0,4,6,0,0.0,0.21052631578947367,0.0,0.3157894736842105,0.3684210526315789,0.10526315789473684,0.21052631578947367
Templederry,Tipperary,43,17,1,0,9,15,1,0.0,0.20930232558139536,0.023255813953488372,0.3488372093023256,0.3953488372093023,0.023255813953488372,0.20930232558139536
Templedouglas,Donegal,426,80,5,32,148,125,36,0.07511737089201878,0.3474178403755869,0.08450704225352113,0.2934272300469484,0.18779342723004694,0.011737089201877934,0.4225352112676056
Templeglentan,Limerick,404,109,13,10,111,149,12,0.024752475247524754,0.2747524752475248,0.0297029702970297,0.3688118811881188,0.2698019801980198,0.03217821782178218,0.2995049504950495
Templeharry,Offaly,80,18,1,2,27,28,4,0.025,0.3375,0.05,0.35,0.225,0.0125,0.3625
Templeludigan,Wexford,207,58,2,5,71,55,16,0.024154589371980676,0.34299516908212563,0.07729468599033816,0.26570048309178745,0.28019323671497587,0.00966183574879227,0.3671497584541063
Templemaley,Clare,725,200,8,24,207,242,44,0.03310344827586207,0.28551724137931034,0.060689655172413794,0.33379310344827584,0.27586206896551724,0.011034482758620689,0.31862068965517243
Templemartin,Cork County,434,119,4,13,160,114,24,0.029953917050691243,0.3686635944700461,0.055299539170506916,0.2626728110599078,0.27419354838709675,0.009216589861751152,0.3986175115207373
Templemary,Cork County,154,45,1,9,40,52,7,0.05844155844155844,0.2597402597402597,0.045454545454545456,0.33766233766233766,0.2922077922077922,0.006493506493506494,0.3181818181818182
Templemichael,Cork County,413,113,11,11,115,135,28,0.026634382566585957,0.2784503631961259,0.06779661016949153,0.3268765133171913,0.2736077481840194,0.026634382566585957,0.3050847457627119
Templemichael,Waterford,171,38,4,1,59,55,14,0.005847953216374269,0.34502923976608185,0.08187134502923976,0.3216374269005848,0.2222222222222222,0.023391812865497075,0.3508771929824561
Templemolaga,Cork County,140,45,2,1,40,47,5,0.007142857142857143,0.2857142857142857,0.03571428571428571,0.3357142857142857,0.32142857142857145,0.014285714285714285,0.29285714285714287
Templemore,Tipperary,800,248,23,8,190,302,29,0.01,0.2375,0.03625,0.3775,0.31,0.02875,0.2475
